Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
2758,4.8,3.6,1.3,0.3,Iris-setosa
2759,4.9,3.1,1.5,0.3,Iris-setosa
2760,6.2,2.8,4.2,1.4,Iris-versicolor
2761,5.3,2.7,3.3,1.1,Iris-versicolor
2762,5.7,3.3,4.6,1.5,Iris-versicolor
2763,5.4,3.3,4.2,1.1,Iris-versicolor
2764,6.0,2.6,5.1,1.6,Iris-virginica
2765,7.5,3.0,6.4,2.0,Iris-virginica
2766,6.5,3.0,5.4,2.3,Iris-virginica
2767,6.4,2.8,5.0,1.5,Iris-versicolor
2768,6.5,2.5,5.8,1.3,Iris-virginica
2769,5.2,3.3,1.7,0.3,Iris-setosa
2770,4.7,3.2,1.5,0.4,Iris-setosa
2771,7.3,3.2,6.4,2.3,Iris-virginica
2772,6.6,3.0,5.6,2.0,Iris-virginica
2773,5.1,3.1,1.7,0.2,Iris-setosa
2774,6.6,2.9,4.4,1.4,Iris-versicolor
2775,6.2,2.7,5.4,2.1,Iris-virginica
2776,6.2,3.0,4.2,1.5,Iris-versicolor
2777,6.3,2.8,5.2,1.6,Iris-virginica
2778,6.3,2.8,5.2,2.0,Iris-virginica
2779,4.6,3.3,1.7,0.4,Iris-setosa
2780,5.5,2.8,4.7,1.8,Iris-virginica
2781,6.6,2.8,6.0,2.2,Iris-virginica
2782,5.2,3.4,1.5,0.1,Iris-setosa
2783,5.5,4.3,1.7,0.4,Iris-setosa
2784,5.1,3.1,1.8,0.3,Iris-setosa
2785,4.9,3.5,1.6,0.2,Iris-setosa
2786,7.1,3.2,5.8,1.9,Iris-versicolor
2787,5.0,3.4,1.3,0.1,Iris-setosa
2788,5.5,3.5,1.7,0.3,Iris-setosa
2789,6.7,2.2,6.0,1.7,Iris-virginica
2790,6.5,2.3,5.6,1.5,Iris-virginica
2791,4.6,2.8,1.2,0.2,Iris-setosa
2792,4.8,3.2,1.5,0.2,Iris-setosa
2793,5.0,3.9,1.2,0.4,Iris-setosa
2794,4.4,2.8,1.5,0.1,Iris-setosa
2795,5.3,3.1,4.2,1.4,Iris-versicolor
2796,8.0,3.2,6.5,2.1,Iris-virginica
2797,6.4,2.7,4.5,1.3,Iris-versicolor
2798,6.0,2.5,4.4,1.2,Iris-versicolor
2799,4.7,3.2,1.3,0.1,Iris-setosa
2800,5.3,3.7,1.6,0.4,Iris-setosa
2801,5.9,3.1,4.4,1.5,Iris-versicolor
2802,6.9,3.1,5.6,2.0,Iris-virginica
2803,6.7,2.8,4.8,1.5,Iris-versicolor
2804,6.6,3.0,4.8,1.4,Iris-versicolor
2805,5.1,3.2,1.5,0.2,Iris-setosa
2806,6.0,2.5,4.1,1.3,Iris-versicolor
2807,7.1,3.2,6.6,2.5,Iris-virginica
2808,4.9,3.4,1.4,0.3,Iris-setosa
2809,5.4,2.6,3.9,0.8,Iris-versicolor
2810,6.5,2.7,6.0,2.2,Iris-virginica
2811,5.5,3.9,1.5,0.4,Iris-setosa
2812,8.3,3.0,6.8,2.4,Iris-virginica
2813,6.0,2.9,4.8,1.4,Iris-virginica
2814,5.7,3.0,3.6,1.3,Iris-versicolor
2815,5.3,2.8,3.7,1.1,Iris-versicolor
2816,6.4,2.9,6.0,1.8,Iris-virginica
2817,6.2,2.8,5.1,2.2,Iris-virginica
2818,6.4,3.1,5.1,1.6,Iris-versicolor
2819,5.2,3.2,1.3,0.1,Iris-setosa
2820,5.7,3.9,1.3,0.3,Iris-setosa
2821,4.5,3.0,1.2,0.1,Iris-setosa
2822,5.1,3.9,1.4,0.3,Iris-setosa
2823,6.6,2.7,5.2,2.1,Iris-virginica
2824,6.6,2.8,5.7,2.3,Iris-virginica
2825,6.3,3.2,5.4,2.1,Iris-virginica
2826,6.2,2.9,4.7,1.4,Iris-versicolor
2827,7.1,3.4,5.9,2.1,Iris-virginica
2828,5.5,2.6,4.1,1.3,Iris-versicolor
2829,5.6,3.0,3.8,1.2,Iris-versicolor
2830,5.4,2.5,4.4,1.6,Iris-virginica
2831,4.9,3.3,1.2,0.1,Iris-setosa
2832,6.7,2.9,5.1,2.2,Iris-virginica
2833,5.0,3.0,1.4,0.3,Iris-setosa
2834,6.5,3.1,5.8,2.1,Iris-virginica
2835,5.4,2.8,3.7,1.2,Iris-versicolor
2836,6.9,2.7,6.2,1.9,Iris-virginica
2837,5.0,3.3,1.5,0.3,Iris-setosa
2838,5.1,2.4,3.6,1.1,Iris-versicolor
2839,5.7,3.1,5.3,2.1,Iris-virginica
2840,5.8,2.8,4.7,2.0,Iris-virginica
2841,7.3,3.4,5.7,1.9,Iris-virginica
2842,6.2,2.9,4.3,1.3,Iris-versicolor
2843,5.3,3.0,4.2,1.3,Iris-versicolor
2844,6.8,3.5,4.7,1.7,Iris-versicolor
2845,4.6,3.0,1.2,0.2,Iris-setosa
2846,5.0,3.0,1.3,0.0,Iris-setosa
2847,6.8,3.2,5.8,2.3,Iris-virginica
2848,7.0,3.1,5.9,2.4,Iris-virginica
2849,6.4,3.2,4.7,1.6,Iris-versicolor
2850,6.4,3.1,4.7,1.4,Iris-versicolor
2851,6.6,2.8,5.6,1.8,Iris-virginica
2852,6.0,2.7,4.6,1.6,Iris-versicolor
2853,5.5,4.4,1.7,0.4,Iris-setosa
2854,6.4,2.7,5.0,1.4,Iris-versicolor
2855,8.4,3.0,7.3,2.3,Iris-virginica
2856,4.9,3.5,1.7,0.1,Iris-setosa
2857,5.6,3.0,4.7,1.5,Iris-versicolor
2858,5.4,4.0,1.4,0.5,Iris-setosa
2859,5.9,2.7,5.1,2.5,Iris-virginica
2860,6.5,2.7,5.9,1.8,Iris-virginica
2861,6.6,3.3,5.3,1.5,Iris-versicolor
2862,4.8,3.2,1.6,0.2,Iris-setosa
2863,5.0,3.4,1.5,0.2,Iris-setosa
2864,4.6,2.9,1.4,0.0,Iris-setosa
2865,4.8,3.3,1.5,0.3,Iris-setosa
2866,6.6,2.7,5.9,2.0,Iris-virginica
2867,5.7,4.2,1.3,0.4,Iris-setosa
2868,6.1,2.9,5.3,1.8,Iris-virginica
2869,6.1,2.7,4.5,1.3,Iris-versicolor
2870,6.2,3.0,4.3,1.5,Iris-versicolor
2871,6.1,3.2,4.4,1.4,Iris-versicolor
2872,4.7,3.2,1.5,0.4,Iris-setosa
2873,5.1,3.7,1.5,0.3,Iris-setosa
2874,4.4,3.1,1.7,0.2,Iris-setosa
2875,7.2,3.3,5.5,2.1,Iris-virginica
2876,5.1,2.5,3.5,1.1,Iris-versicolor
2877,5.0,3.2,1.8,0.4,Iris-setosa
2878,5.1,3.6,1.6,0.3,Iris-setosa
2879,4.7,2.5,1.4,0.1,Iris-setosa
2880,5.3,3.7,1.4,0.4,Iris-setosa
2881,4.9,3.7,1.4,0.3,Iris-setosa
2882,5.1,3.1,1.5,0.4,Iris-setosa
2883,6.0,2.8,4.5,1.4,Iris-versicolor
2884,6.0,2.8,4.4,1.1,Iris-versicolor
2885,6.7,2.7,5.7,1.8,Iris-virginica
2886,4.9,3.2,1.3,0.2,Iris-setosa
2887,5.0,3.2,1.5,0.4,Iris-setosa
2888,4.9,3.4,1.5,0.3,Iris-setosa
2889,4.6,2.9,1.5,0.1,Iris-setosa
2890,6.1,2.9,4.6,1.5,Iris-versicolor
2891,6.9,3.1,5.8,2.2,Iris-virginica
2892,5.8,2.9,4.3,1.3,Iris-versicolor
2893,5.5,4.2,1.4,0.4,Iris-setosa
2894,4.7,2.4,3.7,1.1,Iris-versicolor
2895,6.6,2.4,5.6,2.2,Iris-virginica
2896,5.7,2.7,4.2,1.2,Iris-versicolor
2897,6.3,2.8,5.0,1.7,Iris-versicolor
2898,5.5,2.8,3.4,1.3,Iris-versicolor
2899,4.7,3.3,1.4,0.2,Iris-setosa
2900,6.5,2.9,4.6,1.3,Iris-versicolor
2901,5.2,3.5,1.4,0.3,Iris-setosa
2902,4.7,3.3,1.2,0.2,Iris-setosa
2903,5.0,2.6,3.7,1.1,Iris-versicolor
2904,6.2,2.8,4.1,1.4,Iris-versicolor
2905,5.9,3.0,4.0,1.2,Iris-versicolor
2906,6.4,2.9,4.4,1.3,Iris-versicolor
2907,4.9,3.8,1.4,0.4,Iris-setosa
2908,6.6,2.4,5.5,1.6,Iris-virginica
2909,5.0,3.3,1.4,0.3,Iris-setosa
2910,5.1,2.6,3.7,1.1,Iris-versicolor
2911,4.7,3.5,1.4,0.3,Iris-setosa
2912,4.9,3.6,1.4,0.1,Iris-setosa
2913,7.1,2.9,6.1,2.0,Iris-virginica
2914,6.3,2.6,4.4,1.4,Iris-versicolor
2915,5.3,3.5,1.6,0.2,Iris-setosa
2916,6.2,3.0,4.6,1.5,Iris-versicolor
2917,6.3,2.9,5.2,1.9,Iris-virginica
2918,6.3,2.8,5.1,1.6,Iris-versicolor
2919,5.0,3.2,1.4,0.3,Iris-setosa
2920,6.0,2.8,4.1,1.3,Iris-versicolor
2921,7.0,3.5,5.8,2.3,Iris-virginica
2922,5.6,3.2,4.3,1.5,Iris-versicolor
2923,4.2,3.3,1.3,0.1,Iris-setosa
2924,4.6,2.5,1.3,0.1,Iris-setosa
2925,5.9,2.6,5.1,1.8,Iris-virginica
2926,6.3,2.5,5.2,1.6,Iris-versicolor
2927,5.2,2.8,3.6,1.1,Iris-versicolor
2928,6.1,3.0,5.6,2.4,Iris-virginica
2929,5.2,3.8,1.5,0.2,Iris-setosa
2930,6.1,2.7,3.8,1.1,Iris-versicolor
2931,4.8,2.9,1.5,0.2,Iris-setosa
2932,4.5,3.4,1.5,0.3,Iris-setosa
2933,6.0,3.2,4.5,1.5,Iris-versicolor
2934,5.3,2.8,3.7,1.2,Iris-versicolor
2935,5.7,2.8,4.8,1.4,Iris-versicolor
2936,6.6,2.9,5.6,2.2,Iris-virginica
2937,6.1,3.3,5.3,2.1,Iris-virginica
2938,5.0,3.5,1.4,0.3,Iris-setosa
2939,4.8,3.3,1.3,0.1,Iris-setosa
2940,5.3,3.2,1.8,0.5,Iris-setosa
2941,4.6,2.8,1.5,0.2,Iris-setosa
2942,4.9,3.4,1.5,0.2,Iris-setosa
2943,7.0,2.7,6.1,2.4,Iris-virginica
2944,6.2,2.5,4.8,1.9,Iris-virginica
2945,5.1,3.7,1.3,0.4,Iris-setosa
2946,5.7,3.1,3.7,1.5,Iris-versicolor
2947,5.1,3.8,1.4,0.4,Iris-setosa
2948,5.9,3.0,4.6,1.6,Iris-versicolor
2949,5.9,2.8,4.7,1.7,Iris-virginica
2950,5.1,3.0,1.6,0.4,Iris-setosa
2951,6.4,3.0,4.5,2.3,Iris-virginica
2952,5.7,2.8,3.8,1.3,Iris-versicolor
2953,6.0,2.5,4.2,1.5,Iris-versicolor
2954,5.1,2.7,4.1,1.4,Iris-versicolor
2955,5.2,3.7,1.1,0.3,Iris-setosa
2956,5.9,2.8,3.8,1.2,Iris-versicolor
2957,5.5,2.6,4.4,1.9,Iris-virginica
2958,5.2,3.9,1.6,0.3,Iris-setosa
2959,5.5,2.5,4.1,1.4,Iris-versicolor
2960,5.0,3.5,1.8,0.2,Iris-setosa
2961,6.5,2.6,5.3,1.9,Iris-virginica
2962,6.7,3.0,5.4,2.2,Iris-virginica
2963,5.6,2.4,4.3,1.2,Iris-versicolor
2964,5.4,3.6,1.8,0.2,Iris-setosa
2965,6.7,2.8,5.7,2.2,Iris-virginica
2966,5.0,3.6,1.1,0.3,Iris-setosa
2967,5.0,3.2,1.7,0.1,Iris-setosa
2968,7.0,3.0,5.5,1.8,Iris-virginica
2969,5.8,2.7,4.2,1.4,Iris-versicolor
2970,8.0,3.2,7.2,2.5,Iris-virginica
2971,6.8,3.3,5.0,1.6,Iris-versicolor
2972,5.6,2.4,4.8,1.5,Iris-virginica
2973,7.2,3.2,6.1,2.7,Iris-virginica
2974,6.8,2.8,6.0,1.9,Iris-virginica
2975,6.0,2.8,4.2,1.3,Iris-versicolor
2976,5.7,2.8,3.9,1.3,Iris-versicolor
2977,7.3,3.0,5.9,2.5,Iris-virginica
2978,4.8,3.4,1.5,0.4,Iris-setosa
2979,5.3,3.8,1.4,0.4,Iris-setosa
2980,5.4,3.7,1.4,0.2,Iris-setosa
2981,6.6,3.6,5.3,2.1,Iris-virginica
2982,5.7,2.8,4.9,1.8,Iris-virginica
2983,6.0,2.8,4.4,1.4,Iris-versicolor
2984,6.0,2.9,3.8,1.1,Iris-versicolor
2985,5.0,3.3,1.4,0.3,Iris-setosa
2986,7.2,3.0,5.9,2.1,Iris-virginica
2987,7.0,3.0,5.7,1.7,Iris-virginica
2988,4.8,3.8,1.4,0.3,Iris-setosa
2989,5.7,2.9,4.8,2.2,Iris-virginica
2990,4.9,3.4,1.4,0.2,Iris-setosa
2991,6.5,2.7,4.5,1.3,Iris-versicolor
2992,5.1,3.4,1.5,0.2,Iris-setosa
2993,5.7,2.9,4.9,2.0,Iris-virginica
2994,5.0,3.4,1.5,0.4,Iris-setosa
2995,4.4,2.6,3.8,1.3,Iris-virginica
2996,6.0,2.3,3.9,1.2,Iris-versicolor
2997,5.3,3.8,1.7,0.2,Iris-setosa
2998,4.2,2.5,1.7,0.2,Iris-setosa
2999,6.5,3.0,3.9,1.4,Iris-versicolor
3000,6.3,3.0,4.8,1.5,Iris-versicolor
3001,6.4,3.2,5.8,2.2,Iris-virginica
3002,5.3,3.9,1.5,0.2,Iris-setosa
3003,6.2,2.5,4.2,1.3,Iris-versicolor
3004,4.3,2.6,1.2,0.1,Iris-setosa
3005,5.3,2.2,3.8,1.2,Iris-versicolor
3006,6.6,3.0,5.9,2.3,Iris-virginica
3007,5.5,2.6,3.6,1.0,Iris-versicolor
3008,5.5,3.6,1.3,0.1,Iris-setosa
3009,6.1,2.9,4.5,1.4,Iris-versicolor
3010,5.2,2.2,3.0,1.0,Iris-versicolor
3011,5.9,2.7,4.0,1.1,Iris-versicolor
3012,7.3,3.0,5.8,1.9,Iris-virginica
3013,6.3,2.7,4.2,1.3,Iris-versicolor
3014,4.8,3.7,1.4,0.3,Iris-setosa
3015,5.5,3.7,1.2,0.4,Iris-setosa
3016,5.5,4.0,1.5,0.3,Iris-setosa
3017,5.9,2.8,4.1,1.4,Iris-versicolor
3018,6.7,3.2,6.0,1.6,Iris-virginica
3019,5.7,4.3,1.7,0.4,Iris-setosa
3020,6.6,2.4,6.5,1.9,Iris-virginica
3021,4.7,3.4,1.3,0.1,Iris-setosa
3022,6.5,3.1,4.5,1.4,Iris-versicolor
3023,5.6,2.6,3.5,1.1,Iris-versicolor
3024,7.3,3.3,6.2,2.6,Iris-virginica
3025,4.9,2.1,4.2,1.6,Iris-virginica
3026,5.3,2.7,3.5,1.0,Iris-versicolor
3027,6.8,2.9,6.2,1.9,Iris-virginica
3028,6.7,3.1,5.9,2.2,Iris-virginica
3029,6.3,2.9,4.8,1.6,Iris-versicolor
3030,5.2,2.8,3.6,1.1,Iris-versicolor
3031,5.3,3.4,1.4,0.3,Iris-setosa
3032,4.5,3.2,1.6,0.4,Iris-setosa
3033,6.4,3.3,4.4,1.4,Iris-versicolor
3034,5.0,3.7,1.6,0.0,Iris-setosa
3035,6.8,2.6,5.5,1.9,Iris-virginica
3036,7.0,3.2,5.2,1.6,Iris-versicolor
3037,5.5,4.0,1.3,0.3,Iris-setosa
3038,6.1,2.6,5.1,1.9,Iris-virginica
3039,6.4,2.8,5.3,1.9,Iris-virginica
3040,6.3,2.5,4.4,1.2,Iris-versicolor
3041,4.5,2.8,1.4,0.2,Iris-setosa
3042,6.3,2.6,4.2,1.1,Iris-versicolor
3043,6.5,3.2,5.0,1.8,Iris-versicolor
3044,5.0,3.4,1.6,0.4,Iris-setosa
3045,6.9,3.0,6.2,1.9,Iris-virginica
3046,6.9,3.3,6.0,2.2,Iris-virginica
3047,6.2,2.6,4.1,1.2,Iris-versicolor
3048,5.2,3.8,1.6,0.4,Iris-setosa
3049,6.1,2.7,4.4,1.3,Iris-versicolor
3050,6.5,3.3,5.0,1.7,Iris-versicolor
3051,6.5,2.9,4.6,1.4,Iris-versicolor
3052,6.2,3.2,4.8,1.6,Iris-virginica
3053,4.8,3.4,1.5,0.3,Iris-setosa
3054,7.1,2.8,4.8,1.7,Iris-versicolor
3055,5.6,3.1,4.0,1.4,Iris-versicolor
3056,5.2,3.8,1.6,0.3,Iris-setosa
3057,4.8,2.5,3.5,1.1,Iris-versicolor
3058,5.9,2.7,4.0,1.1,Iris-versicolor
3059,5.2,2.2,4.2,1.5,Iris-virginica
3060,5.7,2.8,4.2,1.2,Iris-versicolor
3061,6.7,2.6,4.8,1.5,Iris-versicolor
3062,7.8,3.2,6.3,1.8,Iris-virginica
3063,6.1,3.1,5.1,1.7,Iris-virginica
3064,5.0,3.1,1.6,0.0,Iris-setosa
3065,6.3,2.6,5.3,1.8,Iris-virginica
3066,4.7,3.4,1.4,0.2,Iris-setosa
3067,5.0,3.3,1.4,0.3,Iris-setosa
3068,6.3,3.1,4.6,1.4,Iris-versicolor
3069,5.1,3.5,1.7,0.2,Iris-setosa
3070,7.5,3.5,6.3,2.1,Iris-virginica
3071,6.9,2.6,5.9,1.8,Iris-virginica
3072,4.9,3.4,1.6,0.1,Iris-setosa
3073,6.2,2.9,4.3,1.3,Iris-versicolor
3074,5.4,2.6,4.0,1.1,Iris-versicolor
3075,6.3,2.6,5.5,2.0,Iris-virginica
3076,6.5,2.8,4.5,1.2,Iris-versicolor
3077,6.6,2.6,5.4,1.7,Iris-virginica
3078,6.3,3.3,4.9,1.6,Iris-versicolor
3079,6.0,2.5,5.3,1.6,Iris-virginica
3080,6.6,2.8,4.2,1.4,Iris-versicolor
3081,5.4,4.0,1.5,0.3,Iris-setosa
3082,6.7,3.3,5.9,2.2,Iris-virginica
3083,7.6,3.6,5.7,2.0,Iris-versicolor
3084,7.3,2.9,6.0,2.2,Iris-virginica
3085,4.8,3.5,1.3,0.3,Iris-setosa
3086,5.3,3.2,1.7,0.2,Iris-setosa
3087,7.4,3.1,6.4,1.9,Iris-virginica
3088,5.3,2.6,3.8,1.3,Iris-versicolor
3089,5.6,2.7,4.0,1.3,Iris-versicolor
3090,5.3,3.8,1.4,0.3,Iris-setosa
3091,6.5,3.0,5.0,1.4,Iris-versicolor
3092,4.9,3.6,1.3,0.3,Iris-setosa
3093,6.3,2.7,4.9,1.8,Iris-virginica
3094,4.5,3.3,1.7,0.4,Iris-setosa
3095,5.5,2.6,3.8,1.2,Iris-versicolor
3096,6.4,2.9,4.3,1.4,Iris-versicolor
3097,6.6,3.4,4.5,1.3,Iris-versicolor
3098,6.7,3.1,5.9,2.1,Iris-virginica
3099,5.8,2.7,4.1,1.3,Iris-versicolor
3100,5.0,3.5,1.6,0.4,Iris-setosa
3101,4.6,3.1,1.2,0.1,Iris-setosa
3102,6.2,3.0,4.1,1.2,Iris-versicolor
3103,6.1,2.6,5.1,1.5,Iris-virginica
3104,5.4,4.2,1.5,0.3,Iris-setosa
3105,4.9,3.7,1.3,0.2,Iris-setosa
3106,4.6,2.7,1.4,0.1,Iris-setosa
3107,5.8,2.8,3.9,1.3,Iris-versicolor
3108,6.8,3.4,5.0,1.6,Iris-versicolor
3109,6.3,3.1,4.9,1.5,Iris-versicolor
3110,6.2,3.5,4.9,2.2,Iris-virginica
3111,4.6,2.7,1.4,0.3,Iris-setosa
3112,5.0,3.4,1.5,0.3,Iris-setosa
3113,6.7,2.8,6.1,2.0,Iris-virginica
3114,7.0,2.9,5.5,2.0,Iris-virginica
3115,7.5,3.1,5.9,1.8,Iris-virginica
3116,7.4,3.3,6.5,2.4,Iris-virginica
3117,6.2,2.9,4.8,1.5,Iris-versicolor
3118,4.6,3.0,1.7,0.2,Iris-setosa
3119,7.4,3.3,6.2,1.8,Iris-virginica
3120,5.1,3.9,1.3,0.2,Iris-setosa
3121,5.5,2.9,3.9,1.3,Iris-versicolor
3122,6.8,3.1,6.0,2.3,Iris-virginica
3123,7.6,3.0,6.3,1.9,Iris-virginica
3124,5.2,3.6,1.5,0.3,Iris-setosa
3125,6.3,3.1,5.1,2.0,Iris-virginica
3126,5.7,3.0,4.6,1.5,Iris-versicolor
3127,4.7,3.0,1.5,0.2,Iris-setosa
3128,5.5,2.7,3.8,1.3,Iris-versicolor
3129,6.8,2.2,5.8,1.4,Iris-virginica
3130,7.0,3.9,5.9,2.6,Iris-virginica
3131,4.4,3.0,1.3,0.2,Iris-setosa
3132,6.9,3.2,5.9,2.1,Iris-virginica
3133,4.9,3.0,1.8,0.2,Iris-setosa
3134,6.1,2.8,3.9,1.2,Iris-versicolor
3135,6.5,2.6,4.4,1.4,Iris-versicolor
3136,5.0,3.0,1.5,0.3,Iris-setosa
3137,4.7,2.9,1.3,0.2,Iris-setosa
3138,5.4,3.9,1.4,0.3,Iris-setosa
3139,6.2,2.8,4.6,1.5,Iris-versicolor
3140,6.6,3.0,5.3,2.0,Iris-virginica
3141,5.8,2.6,4.5,2.0,Iris-virginica
3142,7.6,3.4,5.9,2.5,Iris-virginica
3143,5.8,2.9,5.4,2.0,Iris-virginica
3144,6.4,3.0,4.5,1.5,Iris-versicolor
3145,5.9,2.3,3.6,1.0,Iris-versicolor
3146,5.5,2.1,4.0,1.1,Iris-versicolor
3147,5.9,3.5,4.9,2.5,Iris-virginica
3148,7.9,3.5,6.4,2.4,Iris-virginica
3149,5.8,2.9,4.0,1.2,Iris-versicolor
3150,4.3,3.0,1.1,0.1,Iris-setosa
3151,5.1,3.6,1.3,0.2,Iris-setosa
3152,6.6,3.0,4.7,1.6,Iris-versicolor
3153,5.1,3.3,1.4,0.4,Iris-setosa
3154,4.7,3.2,1.3,0.2,Iris-setosa
3155,6.0,2.2,4.4,1.2,Iris-versicolor
3156,6.6,2.8,5.9,2.3,Iris-virginica
3157,5.8,2.8,4.2,1.2,Iris-versicolor
3158,6.4,3.2,4.6,1.4,Iris-versicolor
3159,6.6,2.8,5.0,1.9,Iris-virginica
3160,7.3,3.2,6.4,1.9,Iris-virginica
3161,6.1,2.9,5.7,2.1,Iris-virginica
3162,5.4,4.1,1.6,0.4,Iris-setosa
3163,6.1,2.7,5.2,1.8,Iris-virginica
3164,4.9,3.4,1.4,0.3,Iris-setosa
3165,6.5,2.9,5.0,1.6,Iris-virginica
3166,7.2,4.0,6.1,2.6,Iris-virginica
3167,6.0,2.7,4.2,1.6,Iris-versicolor
3168,5.4,2.5,3.3,1.1,Iris-versicolor
3169,6.0,2.7,4.3,1.3,Iris-versicolor
3170,5.6,4.3,1.8,0.3,Iris-setosa
3171,5.8,2.5,4.0,1.0,Iris-versicolor
3172,5.4,4.1,1.6,0.3,Iris-setosa
3173,5.2,3.3,1.5,0.3,Iris-setosa
3174,5.9,3.3,4.3,1.4,Iris-versicolor
3175,6.1,3.3,4.5,1.6,Iris-versicolor
3176,5.4,2.2,3.6,1.1,Iris-versicolor
3177,4.8,3.2,1.4,0.2,Iris-setosa
3178,7.2,3.6,6.3,2.0,Iris-virginica
3179,5.5,2.5,3.2,1.0,Iris-versicolor
3180,6.3,2.9,5.7,2.2,Iris-virginica
3181,6.5,3.3,5.9,2.1,Iris-virginica
3182,5.8,3.0,4.9,1.8,Iris-virginica
3183,4.7,3.3,1.4,0.0,Iris-setosa
3184,6.3,2.8,5.5,1.6,Iris-virginica
3185,5.6,2.7,4.9,1.8,Iris-virginica
3186,5.5,2.7,4.2,1.3,Iris-versicolor
3187,6.6,3.3,5.2,1.4,Iris-virginica
3188,6.2,2.9,4.2,1.4,Iris-versicolor
3189,6.2,2.9,5.1,2.0,Iris-virginica
3190,5.2,2.7,4.7,1.8,Iris-virginica
3191,5.5,2.6,4.7,2.1,Iris-virginica
3192,5.6,2.9,4.9,1.9,Iris-virginica
3193,5.1,2.5,4.1,1.9,Iris-virginica
3194,6.5,3.1,4.8,1.6,Iris-versicolor
3195,5.3,3.9,1.4,0.2,Iris-setosa
3196,6.2,3.2,4.4,1.7,Iris-versicolor
3197,7.1,2.5,6.4,2.0,Iris-virginica
3198,5.3,2.7,4.2,1.5,Iris-virginica
3199,4.7,3.1,1.4,0.1,Iris-setosa
3200,6.5,3.5,5.5,2.5,Iris-virginica
3201,5.5,3.9,1.7,0.5,Iris-setosa
3202,6.0,2.7,4.3,1.2,Iris-versicolor
3203,6.6,2.6,5.5,2.0,Iris-virginica
3204,5.2,2.7,4.0,1.4,Iris-versicolor
3205,4.9,3.2,1.6,0.2,Iris-setosa
3206,6.5,3.1,4.7,1.5,Iris-versicolor
3207,5.6,2.6,3.2,0.9,Iris-versicolor
3208,5.7,3.3,4.9,2.1,Iris-virginica
3209,5.3,3.5,1.3,0.2,Iris-setosa
3210,5.5,2.5,4.3,1.3,Iris-versicolor
3211,6.2,2.5,4.3,1.2,Iris-versicolor
3212,7.4,3.1,6.2,2.3,Iris-virginica
3213,4.7,3.2,1.4,0.2,Iris-setosa
3214,5.9,2.9,4.2,1.3,Iris-versicolor
3215,7.1,2.9,4.8,1.3,Iris-versicolor
3216,6.6,3.0,5.7,2.2,Iris-virginica
3217,5.9,3.1,5.0,1.7,Iris-versicolor
3218,5.1,3.3,1.4,0.1,Iris-setosa
3219,5.2,3.4,1.6,0.2,Iris-setosa
3220,4.3,2.5,1.4,0.2,Iris-setosa
3221,6.4,3.1,4.4,1.6,Iris-versicolor
3222,4.7,3.6,1.2,0.1,Iris-setosa
3223,6.2,3.2,4.3,1.3,Iris-versicolor
3224,6.6,3.0,4.9,1.7,Iris-versicolor
3225,5.9,2.7,3.9,1.3,Iris-versicolor
3226,4.3,3.2,1.3,0.4,Iris-setosa
3227,5.6,3.8,1.5,0.4,Iris-setosa
3228,6.1,3.1,5.5,2.7,Iris-virginica
3229,5.5,3.5,1.7,0.2,Iris-setosa
3230,6.4,2.9,5.7,1.9,Iris-virginica
3231,7.0,3.3,5.2,1.6,Iris-versicolor
3232,6.1,2.6,4.7,1.5,Iris-versicolor
3233,7.0,3.2,6.3,2.1,Iris-virginica
3234,5.0,3.6,1.5,0.4,Iris-setosa
3235,5.6,3.3,4.2,1.4,Iris-versicolor
3236,5.8,2.7,3.8,1.0,Iris-versicolor
3237,8.6,3.5,6.8,2.1,Iris-virginica
3238,6.9,3.1,5.1,1.6,Iris-versicolor
3239,6.2,2.9,5.5,2.1,Iris-virginica
3240,5.1,4.0,1.4,0.4,Iris-setosa
3241,6.6,2.8,4.9,1.5,Iris-versicolor
3242,4.7,3.6,1.1,0.2,Iris-setosa
3243,6.4,2.8,4.4,1.2,Iris-versicolor
3244,6.1,3.1,5.1,1.9,Iris-versicolor
3245,5.0,3.1,1.7,0.2,Iris-setosa
3246,6.0,2.5,3.4,1.1,Iris-versicolor
3247,5.1,3.5,1.5,0.3,Iris-setosa
3248,5.9,3.1,4.1,1.3,Iris-versicolor
3249,5.9,2.7,4.2,1.2,Iris-versicolor
3250,5.3,4.1,1.6,0.2,Iris-setosa
3251,5.1,3.4,1.4,0.2,Iris-setosa
3252,6.1,4.2,1.6,0.1,Iris-setosa
3253,5.5,2.5,3.7,1.1,Iris-versicolor
3254,6.4,2.5,4.1,1.2,Iris-versicolor
3255,4.8,3.2,1.6,0.1,Iris-setosa
3256,7.2,3.3,5.9,2.2,Iris-virginica
3257,5.6,2.8,4.5,1.5,Iris-versicolor
3258,5.1,3.8,1.2,0.3,Iris-setosa
3259,4.6,3.2,1.4,0.3,Iris-setosa
3260,7.8,3.4,6.9,1.8,Iris-virginica
3261,7.0,3.1,6.2,2.0,Iris-virginica
3262,7.6,2.9,6.0,1.6,Iris-virginica
3263,5.9,2.4,3.9,1.0,Iris-versicolor
3264,6.5,3.0,5.8,2.0,Iris-virginica
3265,5.4,2.5,3.9,1.3,Iris-versicolor
3266,5.4,3.8,1.4,0.3,Iris-setosa
3267,6.4,2.8,5.0,1.5,Iris-virginica
